Year,Original Order,Also Runs,Prize,Game ID,Title,Event Type,Game System,Rules Edition,Age Required,Experience Required,Duration,Start Date & Time,Cost $,Group,GM Names,Location,Maximum Players,Short Description,Long Description,Minimum Players,Materials Provided,End Date & Time,Website,Email,Tournament?,Round Number,Total Rounds,Minimum Play Time,Attendee Registration?,Room Name,Table Number,Special Category,Tickets Available,Last Modified,Rules Complexity
2004,1,,,BG00001,Zombies!!! Intro,BG - Board Game,Zombies!!!,1st Edition,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 14:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,2,,,BG00002,Zombies!!! Intro,BG - Board Game,Zombies!!!,1st Edition,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 11:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,3,,,BG00003,Zombies!!! Intro,BG - Board Game,Zombies!!!,1st Edition,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 12:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,4,,,BG00004,Zombies!!! Intro,BG - Board Game,Zombies!!!,1st Edition,Teen (13+),Newcomers (maturity preferred),2,2004-08-22 12:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,5,,,BG00005,Zombies Advanced,BG - Board Game,Zombies!!!,1st Edition,Teen (13+),Some Experience Needed,2,2004-08-20 20:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,6,,,BG00006,Zombies Advanced,BG - Board Game,Zombies!!!,1st Edition,Teen (13+),Some Experience Needed,2,2004-08-21 20:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,7,,,BG00007,Zombies 4: The End,BG - Board Game,Zombies!!!,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 15:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,8,,,BG00008,Zombies 4: The End,BG - Board Game,Zombies!!!,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 12:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,9,,,BG00009,Zombies 4: The End,BG - Board Game,Zombies!!!,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 14:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,10,,,BG00010,When Darkness Comes,BG - Board Game,When Darkness Comes,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 10:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,11,,,BG00011,When Darkness Comes,BG - Board Game,When Darkness Comes,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 11:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,12,,,BG00012,When Darkness Comes,BG - Board Game,When Darkness Comes,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-22 11:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,13,,,BG00013,Dante's Inferno,BG - Board Game,Dante's Inferno,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 10:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,14,,,BG00014,Dante's Inferno,BG - Board Game,Dante's Inferno,Current,Teen (13+),Newcomers (maturity preferred),2,2004-08-22 10:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,15,,,BG00015,The Haunting House,BG - Board Game,The Haunting House,Current,Everyone (6+),Newcomers (maturity preferred),1,2004-08-19 15:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,16,,,BG00016,The Haunting House,BG - Board Game,The Haunting House,Current,Everyone (6+),Newcomers (maturity preferred),1,2004-08-20 10:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,17,,,BG00017,The Haunting House,BG - Board Game,The Haunting House,Current,Everyone (6+),Newcomers (maturity preferred),1,2004-08-21 13:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,18,,,BG00018,The Haunting House,BG - Board Game,The Haunting House,Current,Everyone (6+),Newcomers (maturity preferred),1,2004-08-22 12:00:00,1.5,Twilight Creations,Kerry Breitenstein,,12,,,,,,,,,,,,,,,,,,
2004,19,,,BG00019,All Wound Up:  Escape From The Cemetery,BG - Board Game,All Wound Up,Current,Everyone (6+),Newcomers (maturity preferred),2,2004-08-20 14:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,20,,,BG00020,All Wound Up:  Escape From The Cemetery,BG - Board Game,All Wound Up,Current,Everyone (6+),Newcomers (maturity preferred),2,2004-08-21 16:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,21,,,BG00021,All Wound Up:  Escape From The Cemetery,BG - Board Game,All Wound Up,Current,Everyone (6+),Newcomers (maturity preferred),2,2004-08-22 14:00:00,1.5,Twilight Creations,Kerry Breitenstein,,6,,,,,,,,,,,,,,,,,,
2004,22,,,BG00022,Up Front Tournament,BG - Board Game,Up Front,2nd Edition,Mature (18+),Expert Understanding of the System,8,2004-08-21 16:00:00,6,Independent,Alan Arvold,,16,,,,,,,,,,,,,,,,,,
2004,23,,,BG00023,Dune Tournament,BG - Board Game,Dune,Advanced,Mature (18+),Expert Understanding of the System,6,2004-08-19 12:00:00,4.5,Independent,Alan Arvold,,9,,,,,,,,,,,,,,,,,,
2004,24,,,BG00024,Dune Tournament,BG - Board Game,Dune,Advanced,Mature (18+),Expert Understanding of the System,6,2004-08-20 12:00:00,4.5,Independent,Alan Arvold,,9,,,,,,,,,,,,,,,,,,
2004,25,,,BG00025,Global Diplomacy,BG - Board Game,Diplomacy Variant,Global Variant,Teen (13+),Some Experience Needed,6,2004-08-22 10:00:00,4.5,Independent,John Armstrong,,12,,,,,,,,,,,,,,,,,,
2004,26,,,BG00026,Cosmic Encounter,BG - Board Game,Cosmic Encounter,Mayfair Edition,Teen (13+),Newcomers (maturity preferred),2,2004-08-22 08:00:00,1.5,Independent,Michael Miller,,12,,,,,,,,,,,,,,,,,,
2004,27,,,BG00027,The Great Space Race,BG - Board Game,Great Space Race,Latest,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 12:00:00,3,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,28,,,BG00028,The Great Space Race,BG - Board Game,Great Space Race,Latest,Teen (13+),Newcomers (maturity preferred),4,2004-08-21 18:00:00,3,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,29,,,BG00029,The Great Space Race,BG - Board Game,Great Space Race,Latest,Teen (13+),Newcomers (maturity preferred),4,2004-08-22 08:00:00,3,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,30,,,BG00030,The Great Space Race: The Amoeba Attacks!,BG - Board Game,Great Space Race,Latest,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 14:00:00,1.5,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,31,,,BG00031,The Great Space Race: The Amoeba Attacks!,BG - Board Game,Great Space Race,Latest,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 14:00:00,1.5,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,32,,,BG00032,Lab Rats,BG - Board Game,Lab Rats,Latest,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 08:00:00,1.5,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,33,,,BG00033,Lab Rats,BG - Board Game,Lab Rats,Latest,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 10:00:00,1.5,Independent,Craig Zipse,,6,,,,,,,,,,,,,,,,,,
2004,34,,,BG00034,Blood Bowl Tournament,BG - Board Game,Blood Bowl,LRB 3.0,Teen (13+),Some Experience Needed,9,2004-08-20 09:00:00,13.5,Independent,Tom Anders,,120,,,,,,,,,,,,,,,,,,
2004,35,,,BG00035,Blood Bowl Tournament - Finals,BG - Board Game,Blood Bowl,LRB 3.0,Teen (13+),Some Experience Needed,4,2004-08-21 09:00:00,0,Independent,Tom Anders,,120,,,,,,,,,,,,,,,,,,
2004,36,,,BG00036,Axis & Allies D-Day Tournament,BG - Board Game,Axis & Allies,Revised,Teen (13+),Newcomers (maturity preferred),9,2004-08-19 12:00:00,4.5,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,37,,,BG00037,Axis & Allies D-Day Tournament - Finals,BG - Board Game,Axis & Allies,Revised,Teen (13+),Newcomers (maturity preferred),3,2004-08-19 21:00:00,0,Wizards Of The Coast,"Smorey, Greg",,4,,,,,,,,,,,,,,,,,,
2004,38,,,BG00038,Axis & Allies 2nd Edition Tournament - Round 1,BG - Board Game,Axis & Allies,2nd Edition,Teen (13+),Some Experience Needed,4,2004-08-19 17:00:00,6,Greg Smorey,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,39,,,BG00039,Axis & Allies 2nd Edition Tournament - Round 2,BG - Board Game,Axis & Allies,2nd Edition,Teen (13+),Some Experience Needed,4,2004-08-20 17:00:00,0,Greg Smorey,"Smorey, Greg",,16,,,,,,,,,,,,,,,,,,
2004,40,,,BG00040,Axis & Allies 2nd Edition Tournament - Round 3,BG - Board Game,Axis & Allies,2nd Edition,Teen (13+),Some Experience Needed,4,2004-08-21 17:00:00,0,Greg Smorey,"Smorey, Greg",,8,,,,,,,,,,,,,,,,,,
2004,41,,,BG00041,Axis & Allies 2nd Edition Tournament - Finals,BG - Board Game,Axis & Allies,2nd Edition,Teen (13+),Some Experience Needed,4,2004-08-22 09:00:00,0,Greg Smorey,"Smorey, Greg",,8,,,,,,,,,,,,,,,,,,
2004,42,,,BG00042,Axis & Allies Europe Tournament - Round 1,BG - Board Game,Axis & Allies,2nd Edition (Revised),Teen (13+),Some Experience Needed,3,2004-08-19 17:00:00,4.5,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,43,,,BG00043,Axis & Allies Europe Tournament - Round 2,BG - Board Game,Axis & Allies,2nd Edition (Revised),Teen (13+),Some Experience Needed,3,2004-08-20 17:00:00,0,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,44,,,BG00044,Axis & Allies Europe Tournament - Round 3,BG - Board Game,Axis & Allies,2nd Edition (Revised),Teen (13+),Some Experience Needed,3,2004-08-21 17:00:00,0,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,45,,,BG00045,Axis & Allies Europe Tournament - Finals,BG - Board Game,Axis & Allies,2nd Edition (Revised),Teen (13+),Some Experience Needed,3,2004-08-22 09:00:00,0,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,46,,,BG00046,Axis & Allies Pacific Tournament,BG - Board Game,Axis & Allies,2nd Edition (Revised),Teen (13+),Some Experience Needed,9,2004-08-20 12:00:00,4.5,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,47,,,BG00047,Axis & Allies Pacific Tournament - Finals,BG - Board Game,Axis & Allies,2nd Edition (Revised),Teen (13+),Some Experience Needed,3,2004-08-20 21:00:00,0,Wizards Of The Coast,"Smorey, Greg",,32,,,,,,,,,,,,,,,,,,
2004,48,,,BG00048,Axis & Allies Revised Edition Mega Tournament Championship,BG - Board Game,Axis & Allies,Revised,Teen (13+),Newcomers (maturity preferred),16,2004-08-21 08:00:00,7.5,Wizards Of The Coast,"Smorey, Greg",,128,,,,,,,,,,,,,,,,,,
2004,49,,,BG00049,Axis & Allies Revised Edition Mega Tournament Championship  - Semi Finals,BG - Board Game,Axis & Allies,Revised,Teen (13+),Newcomers (maturity preferred),4,2004-08-22 08:00:00,0,Wizards Of The Coast,"Smorey, Greg",,8,,,,,,,,,,,,,,,,,,
2004,50,,,BG00050,Axis & Allies 3rd Edition Mega Tournament Championship  - Finals,BG - Board Game,Axis & Allies,Revised,Teen (13+),Newcomers (maturity preferred),4,2004-08-22 12:00:00,0,Wizards Of The Coast,"Smorey, Greg",,4,,,,,,,,,,,,,,,,,,
2004,51,,,BG00051,Axis & Allies 2nd Edition Masters Invitational,BG - Board Game,Axis & Allies,2nd Edition,Mature (18+),Expert Understanding of the System,10,2004-08-21 14:00:00,0,Wizards Of The Coast,"Smorey, Greg",,16,,,,,,,,,,,,,,,,,,
2004,52,,,BG00052,Axis & Allies 2nd Edition Masters Invitational - Final,BG - Board Game,Axis & Allies,2nd Edition,Mature (18+),Expert Understanding of the System,5,2004-08-22 09:00:00,0,Wizards Of The Coast,"Smorey, Greg",,16,,,,,,,,,,,,,,,,,,
2004,53,,,BG00053,Vatican 2022 Become Pope,BG - Board Game,,,Mature (18+),Newcomers (maturity preferred),2,2004-08-20 14:00:00,1.5,College of DuPage,"Stephen Haliczer, Joseph Barillari",,16,,,,,,,,,,,,,,,,,,
2004,54,,,BG00054,Kremlin,BG - Board Game,Kremlin,Avalon Hill,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 10:00:00,3,St Paul Area Road Knights (SPARK),Eric Odenius,,6,,,,,,,,,,,,,,,,,,
2004,55,,,BG00055,Road to the White House,BG - Board Game,Road to the White House,Mayfair Games,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 10:00:00,3,St Paul Area Road Knights (SPARK),Eric Odenius,,6,,,,,,,,,,,,,,,,,,
2004,56,,,BG00056,1830 Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 08:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,57,,,BG00057,Australian/British/Nippon Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-19 08:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,58,,,BG00058,Trans America,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 08:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,59,,,BG00059,Australian/British/Nippon Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-19 11:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,60,,,BG00060,Streetcar,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 11:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,61,,,BG00061,Rail Baron Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 12:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,62,,,BG00062,1835/1856/1870 (18xx Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-19 12:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,63,,,BG00063,Age of Steam,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 12:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,64,,,BG00064,Express,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 12:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,65,,,BG00065,Iron Dragon/Lunar Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-19 14:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,66,,,BG00066,Union Pacific Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 14:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,67,,,BG00067,1835/1856/1870 (18xx Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-19 18:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,68,,,BG00068,Silverton Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,69,,,BG00069,Empire Builder/India Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-19 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,70,,,BG00070,Pacific NW,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,71,,,BG00071,Stephenson's Rocket,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 18:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,72,,,BG00072,Eurorails Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-19 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,73,,,BG00073,Santa Fe,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 20:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,74,,,BG00074,Locomotive Werks,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-19 21:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,75,,,BG00075,Tracks to Titicaca,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-19 21:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,76,,,BG00076,1835/1856/1870 (18xx Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-20 08:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,77,,,BG00077,Australian/British/Nippon Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-20 08:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,78,,,BG00078,Rail Baron Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 08:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,79,,,BG00079,Freight Train,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 08:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,80,,,BG00080,Eurorails Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-20 11:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,81,,,BG00081,Metro,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 11:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,82,,,BG00082,Silverton Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 12:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,83,,,BG00083,Rail Baron Semi Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 12:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,84,,,BG00084,Santa Fe,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 12:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,85,,,BG00085,Dampfross,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 12:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,86,,,BG00086,1835/1856/1870 (18xx Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-20 14:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,87,,,BG00087,Iron Dragon/Lunar Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-20 14:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,88,,,BG00088,Trainsport,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 14:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,89,,,BG00089,Empire Builder/India Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-20 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,90,,,BG00090,Silverton Semi Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,91,,,BG00091,Rail Baron Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,92,,,BG00092,Hell Rails,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 18:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,93,,,BG00093,Iron Dragon/Lunar Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-20 21:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,94,,,BG00094,Union Pacific Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 21:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,95,,,BG00095,Volldampf,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 21:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,96,,,BG00096,1830 Tournament Qualifier,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 20:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,97,,,BG00097,New England Rails,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-20 20:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,98,,,BG00098,Streetcar,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-20 20:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,99,,,BG00099,1835/1856/1870 (18xx Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-21 08:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,100,,,BG00100,Australian/British/Nippon Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-21 08:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,101,,,BG00101,Eurorails Semi Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-22 16:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,102,,,BG00102,Age of Steam,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-21 08:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,103,,,BG00103,Express,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 08:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,104,,,BG00104,Empire Builder/India Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-21 11:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,105,,,BG00105,Union Pacific Semi Finals & Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 11:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,106,,,BG00106,Metro,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 11:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,107,,,BG00107,Silverton Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-21 12:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,108,,,BG00108,Trainsport,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 12:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,109,,,BG00109,1835/1856/1870 (18xx Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-21 13:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,110,,,BG00110,1830 Semi Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),4,2004-08-21 13:00:00,0,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,111,,,BG00111,Iron Dragon/Lunar Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-21 14:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,112,,,BG00112,Freight Train,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 14:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,113,,,BG00113,Empire Builder/India Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-21 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,114,,,BG00114,18xx Potluck,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-21 18:00:00,4.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,115,,,BG00115,18xx Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),6,2004-08-21 18:00:00,0,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,116,,,BG00116,Eurorails Finals,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-21 18:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,117,,,BG00117,Trans America,BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),2,2004-08-21 18:00:00,1.5,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
2004,118,,,BG00118,Australian/British/Nippon Rails (EBI Qualifier),BG - Board Game,,,Teen (13+),Newcomers (maturity preferred),3,2004-08-21 21:00:00,3,Train Gamers Association,Trella Bromley,,99,,,,,,,,,,,,,,,,,,
